text,label
i know i shouldn t i feel a little regretful that i went there,surprise
i am feeling really overwhelmed by it all,surprise
i miss feeling this cool when i did object class blogger youtube video classid clsiddcdbe aed cf b codebase http download,surprise
i look for validation in other ways that often leave me feeling less than precious,surprise
i feel regretful and sad about m,surprise
i ask trying not to feel foolish by talking to the wind,surprise
i guess it doesnt help that i feel like its petty so it makes me want to do it even less,surprise
i was packing for the trip that morning i must have been feeling pretty generous because i had included an unopened jar of nuteal among my weekend treats,surprise
i had so much fun and worked so hard this wedding season and i feel like it was incredibly successful,surprise
im still feeling awful for putting him in time out,surprise
i dont know how i feel about this since studios are greedy and will probably greenlight another one in the future,surprise
i feel like the time i spend with my kids is rushed and stressed,surprise
i often brush my own feelings aside if they seem messy or uncomfortable choosing the option that makes it possible to laugh and view life through more light hearted glasses,surprise
i visited verdun in order to contemplate a moment of remembering all those that lost their lives and to hope and send thoughts to the universe to stop carnages of human life sometimes this feels like a prayer in vain i came upon a delightful little museum devoted to the romanesque and medieval,surprise
